PT	AN	PM	DT	LT	TI	FT	AU	CA	BA	BE	SO	SE	PY	PD	VL	IS	PS	BP	EP	LA	ME	CT	CL	CY	SP	U1	U2	AB	C1	EM	RI	OI	PU	PA	SC	SN	EI	DI	BN	MC	CC	TA	DS	CH	GN	SD	GE	TM	MQ	PR	MI	OA	HC	HP	DA	UT
J	BACD199799418045		Article		Group foraging, patch exploitation time and the finder's advantage		Rita, Hannu; Ranta, Esa; Peuhkuri, Nina				Behavioral Ecology and Sociobiology		1997		40	1	35-39	35	39	English						0	8	We use a combination of the marginal value theorem (MVT) of Charnov (1976), and a group foraging model featuring information sharing to address patch residence in an environment where food occurs in discrete patches. We shall show that among equal competitors the optimal patch time for the individual that finds the food patch is shorter than that for the non-finder among equal competitors, T-E lt T-N. This is the case if the patch-finder commences food harvesting in the patch earlier and manages to monopolise a fraction of the prey items (finder's advantage) before the other individuals come to take their benefit. When individuals differ in their food-searching abilities so that some of them (producers) contribute proportionally more to food-searching than others (scroungers), and differ in ability to compete for the food found, a difference emerges between producer and scrounger individuals in the optimal patch time. Within a patch we always have the finder's advantage (T-E lt T-N) regardless of phenotype. Between patches a suite of optimal patch times for encountering individuals emerges depending on the performance of producers and scroungers when changing from solitary feeding to feeding in a group. The optimal patch time for individuals that are affected more severely by competition is shorter than that for individuals of the phenotype with better competitive ability. When both phenotypes are affected similarly no difference in optimal patch times emerges.	Ranta, Esa; Integrative Ecology Unit, Dep. Ecology Systematics, Div. Population Biology, P.O. Box 17, FIN-00014 University Helsinki, Helsinki, Finland		Peuhkuri, Nina/M-9662-2018	Peuhkuri, Nina/0000-0002-0301-282X			Behavioral Sciences; Environmental Sciences & Ecology; Nutrition & Dietetics	0340-5443		10.1007/s002650050313		Behavior; Ecology (Environmental Sciences); Nutrition	07003, Behavioral biology - Animal behavior; 07508, Ecology: environmental biology - Animal; 13202, Nutrition - General studies, nutritional status and methods	Animalia; Animals; Animalia [33000]; [animal] [Animalia]									BEHAVIOR; FINDER'S ADVANTAGE; GROUP FORAGING; PATCH EXPLOITATION TIME; TERRESTRIAL ECOLOGY				2023-03-15	BIOABS:BACD199799418045
J	BACD198784021920		Article		SCROUNGING PREVENTS CULTURAL TRANSMISSION OF FOOD-FINDING BEHAVIOR IN PIGEONS		GIRALDEAU L-A; LEFEBVRE L				Animal Behaviour		1987		35	2	387-394	387	394	English						1	18	Living in groups should promote the cultural transmission of a novel behaviour because opportunities for observing knowledgeable individuals are likely to be more numerous in this condition. However, in this study pigeons who shared the food discoveries of others (scroungers) did not learn the food-finding technique used by the discoverers (producers). Individually-caged pigeons prevented from scrounging easily learned the technique from a conspecific tutor. When caged pigeons obtained food from the tutor's performance, most naive observers failed to learn. In a flock, scroungers selectively followed producers. In individual cages, scrounging during the tutor's demonstration was equivalent to getting no demonstration at all. This effect of scrounging did not interfere with subsequent acquisition of the food-finding behaviour when scrounging was no longer possible.	GIRALDEAU L-A; DEP PSYCHOL, UNIV TORONTO, TORONTO, ONTARIO M5S 1A1, CANADA						Behavioral Sciences; Communication; Life Sciences & Biomedicine - Other Topics	0003-3472		10.1016/S0003-3472(87)80262-2		Behavior; Communication; Systematics and Taxonomy	07003, Behavioral biology - Animal behavior; 07005, Behavioral biology - Conditioning; 07006, Behavioral biology - Animal communication; 07508, Ecology: environmental biology - Animal; 20504, Nervous system - Physiology and biochemistry; 62518, Chordata: general and systematic - Aves	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Columbiformes [85524]									LEARNING ACQUISITION				2023-03-15	BIOABS:BACD198784021920
J	BACD201600385001	27075253	Article		Producers and scroungers: feeding-type composition changes with group size in a socially foraging spider		Dumke, Marlis (marlis.dumke@uni-hamburg.de) ; Herberstein, Marie E.; Schneider, Jutta M.				Proceedings of the Royal Society Biological Sciences Series B		2016	APR 13 2016	283	1828	Article No.: 20160114	20160114		English						0	34	In groups of socially foraging animals, feeding behaviour may change with group size in response to varying cost benefit trade-offs. Numerous studies have described group-size effects on group-average feeding behaviour, particularly emphasizing an increase in scrounging incidence for larger groups, where individuals (scroungers) feed from the food sources others (producers) discovered. However, individual variation in feeding behaviour remains unconsidered in the vast majority of these studies even though theoretical models predict individuals to specialize in feeding tactic and anticipate higher scrounger-type frequencies in larger groups. We combined group level and individual-level analyses of group-size effects on social foraging in the subsocial spider Australomisidia ergandros. Lending novel experimental support to model predictions, we found that individuals specialize in feeding tactic and that higher scrounging and lower producing incidence in larger groups were mediated through shifts in the ratio of feeding types. Further, feeding-type specialization was not explained by innate individual differences in hunting ability as all feeding types were equally efficient in prey capture when foraging alone. Context adaptivity of feeding behaviour might allow this subsocial species to succeed under varying socioecological conditions.	Dumke, Marlis; Univ Hamburg, Inst Zool, Bioctr Grindel, Martin Luther King Pl 3, D-20146 Hamburg, Germany		Schneider, Jutta M/G-3727-2010; Herberstein, Marie/D-2042-2011	Schneider, Jutta M/0000-0001-8523-7354; Herberstein, Marie/0000-0001-5071-2952			Behavioral Sciences; Environmental Sciences & Ecology	0962-8452	1471-2954	10.1098/rspb.2016.0114		Behavior; Terrestrial Ecology (Ecology, Environmental Sciences)	07002, Behavioral biology - General and comparative behavior; 07502, Ecology: environmental biology - General and methods										feeding behavior; social foraging; hunting ability; group-size effect; socioecological condition; feeding-type composition change	Bronze, Green Published			2023-03-15	BIOABS:BACD201600385001
J	BACD199799638654	24895881	Article		Scrounger numbers and the inhibition of social learning in pigeons		Lefebvre, Louis; Helder, Remi				Behavioural Processes		1997		40	3	201-207	201	207	English						0	18	Social foraging can inhibit the learning and performance of food-finding behaviours. Confusion, overshadowing and frequency-dependent payoffs may all contribute to the inhibition, but standard experimental procedures make the separation of these effects difficult. In this study, we combine characteristics of cage and aviary experiments and present either a single naive pigeon or groups of three naive pigeons with a pre-trained producer opening an apparatus in an aviary. All naive birds scrounged on the 3456 openings they witnessed. In a post-test given in the absence of other birds, all single scroungers opened the apparatus, but only one of the group-scrounging pigeons did. Scrounger numbers appear to play an important role in the inhibition of food-finding behaviour, suggesting that confusion is a major component of learning in a social context.	Lefebvre, Louis; Dep. Biol., McGill Univ., 1205, Avenue Docteur Penfield, Montreal, PQ H3A 1B1, Canada						Behavioral Sciences	0376-6357		10.1016/S0376-6357(97)00783-3		Behavior	07003, Behavioral biology - Animal behavior; 07005, Behavioral biology - Conditioning	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Columbiformes [85524]; [pigeon]									BEHAVIOR; INHIBITION; SCROUNGING; SOCIAL LEARNING				2023-03-15	BIOABS:BACD199799638654
J	BACD200100057048	11164681	Article		The effect of prior residence and pair bond on scrounging choices in flocks of zebra finches, Taenopygia guttata		Beauchamp, Guy				Behavioural Processes		2000	December 7, 2000	52	2-3	131-140	131	140	English	print					2	13	In groups, animals can use the producer tactic to locate food patches and the scrounger tactic to join the food discoveries of other companions. At equilibrium, models predict a mixture of the two tactics with equal payoffs. Several factors may constrain the use of tactics and lead to biases in scrounging choices. I explored the effect of prior residence and pair bond as potential constraints on scrounging choices in flocks of zebra finches (Taenopygia guttata). Experimental flocks contained two birds already established in an aviary (prior residents) and two birds recently released in the aviary for the first time (new residents). All birds were previously trained to find food on a foraging grid. In the aviary, new residents followed prior residents from perches to the grid and relied heavily on prior residents to locate food patches. Low initial success by new residents probably favoured heavy reliance on the scrounger tactic. New residents that formed pair bonds with prior residents foraged closer to their mates and scrounged selectively from their mates in some cases. Prior residence, and pair bond to a lesser extent, influenced scrounging choices in zebra finches and could lead to deviation from the expected use of foraging tactics.	Beauchamp, Guy; Faculty of Veterinary Medicine, Saint-Hyacinthe, PQ, J2S 7C6, Canada						Behavioral Sciences	0376-6357		10.1016/S0376-6357(00)00132-7		Behavior	07003, Behavioral biology - Animal behavior; 07002, Behavioral biology - General and comparative behavior	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Passeriformes [85548]; [Taenopygia guttata; zebra finch]									foraging behavior; pair bond; prior residence; producer tactic; scrounger tactic; scrounging choices (constraints)				2023-03-15	BIOABS:BACD200100057048
J	BACD201100119264	20810440	Article		Individual-learning ability predicts social-foraging strategy in house sparrows		Katsnelson, Edith (edithkat@post.tau.ac.il) ; Motro, Uzi; Feldman, Marcus W.; Lotem, Arnon				Proceedings of the Royal Society Biological Sciences Series B		2011	FEB 22 2011	278	1705	582-589	582	589	English						3	73	Social foragers can use either a 'producer' strategy, which involves searching for food, or a 'scrounger' strategy, which involves joining others' food discoveries. While producers rely on personal information and past experience, we may ask whether the tendency to forage as a producer is related to being a better learner. To answer this question, we hand-raised house sparrow (Passer domesticus) nestlings that upon independence were given an individual-learning task that required them to associate colour signal and food presence. Following the testing phase, all fledglings were released into a shared aviary, and their social-foraging tendencies were measured. We found a significant positive correlation between individual's performance in the individual-learning task and subsequent tendency to use searching (producing) behaviour. Individual-learning score was negatively correlated with initial fear of the test apparatus and with body weight. However, the correlation between individual learning and searching remained significant after controlling for these variables. Since it was measured before the birds entered a social group, individual-learning ability could not be the outcome of being a producer. However, the two traits may be initially associated, or individual learning could facilitate producing behaviour. To our knowledge, this is the first evidence that associates individual-learning abilities with social-foraging strategies in animal groups.	Katsnelson, Edith; Tel Aviv Univ, Dept Zool, IL-69978 Tel Aviv, Israel		Motro, Uzi/AAL-8426-2021				Behavioral Sciences; Environmental Sciences & Ecology	0962-8452	1471-2954	10.1098/rspb.2010.1151		Behavior; Ecology (Environmental Sciences)	07002, Behavioral biology - General and comparative behavior; 07003, Behavioral biology - Animal behavior; 07502, Ecology: environmental biology - General and methods; 07508, Ecology: environmental biology - Animal	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Passeriformes [85548]; [Passer domesticus; house sparrow; (female)]									body weight; food search; searching behavior; color signal; food discovery; social-foraging strategy; testing phase; individual-learning ability prediction; scrounger strategy; fledgling release	Green Published			2023-03-15	BIOABS:BACD201100119264
J	BACD202000260884	32211169	Article		Producing and scrounging can have stabilizing effects at multiple levels of organization		Vickery, William L. (vickery.william@uqam.ca)				Ecology and Evolution		2020	MAR 2020	10	6				English						0	5	This study shows, for the first time, that the evolution of a simple behavior, scrounging, at the individual level can have effects on populations, food chains, and community structure. In particular, the addition of scrounging in consumer populations can allow multiple consumers to coexist while exploiting a single prey. Also, scrounging in the top predator of a tritrophic food chain can stabilize interactions between the top predator, its prey, and its prey's prey. This occurs because the payoffs to scrounging for food in a population are negative frequency dependent, allowing scroungers to invade a population and to coexist with producers at a frequency which is density-dependent. The presence of scroungers, who do not search for resources but simply use those found by others (producers) reduces the total amount of resource acquired by the group. As scrounging increases with group size, this leads to less resource acquired per individual as the group grows. Ultimately, this limits the size of the group, its impact on its prey, and its ability to outcompete other species. These effects can promote stability and thus increase species diversity. I will further suggest that prey may alter their spatial distribution such that scrounging will be profitable among their predators thus reducing predation rate on the prey.	Vickery, William L.; Univ Quebec Montreal, Dept Sci Biol, CP 8888,Succ Ctr Ville, Montreal, PQ H3C 3P8, Canada			Vickery, William/0000-0003-3156-0767			Behavioral Sciences; Life Sciences & Biomedicine - Other Topics; Biodiversity & Conservation	2045-7758	2045-7758	10.1002/ece3.6111		Behavior; Biogeography (Population Studies); Biodiversity	07002, Behavioral biology - General and comparative behavior; 07502, Ecology: environmental biology - General and methods										population dynamics; spatial distribution; species diversity; predation rate; food chain; scrounging effect	gold, Green Published			2023-03-15	BIOABS:BACD202000260884
J	BACD200300034747		Article		Social factors determine cooperation in marmosets.		Werdenich, Dagmar; Huber, Ludwig (ludwig.huber@univie.ac.at)				Animal Behaviour		2002	November 2002	64	5	771-781	771	781	English	print					1	27	We investigated which factors determine cooperative behaviour of common marmosets, Callithrix jacchus, in an instrumental task. During the approach phase each of eight individuals of a family group learned in isolation to pull a handle moving a bowl with attractive food towards its reach. In the following two experimental phases we used 16 dyads. In a dyadic training phase we assessed whether the partners were willing to manipulate the apparatus and to share food. In the subsequent cooperation test we examined whether they were willing to cooperate at a slightly modified apparatus whose solution required one individual (the producer) to pull the handle and the other (the scrounger) to grasp the bowl. Although all individuals were willing to cooperate with at least one partner, only half of the dyads solved the task in the cooperation phase. Examination of the factors that correlated with success in this phase revealed that primarily those dyads cooperated in which the dominant subject took the role of the scrounger and the subordinate took the role of the producer. However, in these successful dyads the dominant animal did not force the subordinate partner to pull the handle. Rather, the partners of cooperative dyads shared the reward and pulled equally often in both the dyadic training and the cooperation test. Thus, cooperation of marmosets in an instrumental task seems to depend on a specific distribution of roles and the tolerance of higher-ranking individuals.	Huber, Ludwig; Department of Theoretical Biology, Biocenter, Institute of Zoology, University of Vienna, Althanstrasse 14, A-1090, Vienna, Austria	ludwig.huber@univie.ac.at		Huber, Ludwig/0000-0002-0217-136X			Behavioral Sciences	0003-3472		10.1006/anbe.2002.9001		Behavior	07002, Behavioral biology - General and comparative behavior; 07003, Behavioral biology - Animal behavior	Primates, Mammalia, Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Mammals, Nonhuman Vertebrates, Nonhuman Primates, Primates, Vertebrates; Callithricidae [86195]; [Callithrix jacchus; common marmoset]							dyadic training; applied and field techniques		cooperation; social rank				2023-03-15	BIOABS:BACD200300034747
J	BACD199800431025		Article		Group foraging, gain and the finder's advantage		Rita, Hannu; Ranta, Esa				Oikos		1998	Sept., 1998	82	3	515-521	515	521	English	print					0	5	Individuals in a foraging group obeying information sharing make use of knowledge of food-patch locations found by others. A patch found by one will also be exploited by other members in the group. We are interested in the accumulation of gain of the individual finding the patch, the finder. Finding a patch of prey can lead to asymmetries in foraging success when finders get a larger share of the patch than others. Using renewal processes we have modelled this finder's advantage in gain accumulation and derived expectation and variance of gain. Not surprisingly, the longer the finder's privileged time in exploitation of the food patch, the more its gain resembles that of a solitary forager, while with short finder's time finder's gain is close to that of another non-finding group member. Consider, however, that patch-finding ability might be linked with individual characteristics, some being better finders (producers) than others. If producers are foraging among less skilled finders (scroungers), both the within-patch and between-patch components of gain variance are larger for the producers than if they foraged in a group of individuals of equal patch-finding ability. So, if the foragers are risk-averse, the expectation is for patch-finding skill assorted foraging groups.	Ranta, Esa; Integrative Ecol. Unit, Div. Popul. Biol., Dep. Ecol. Syst., Univ. Helsinki, P.O. Box 17, FIN-00014 Helsinki, Finland						Environmental Sciences & Ecology	0030-1299		10.2307/3546372		Ecology (Environmental Sciences)	07502, Ecology: environmental biology - General and methods										finder's advantage; foraging success; gain; group foraging				2023-03-15	BIOABS:BACD199800431025
J	BACD201000221870		Article		Predator inadvertent social information use favours reduced clumping of its prey		Hamblin, Steven (hamblin.steven@courrier.uqam.ca) ; Mathot, Kimberley J.; Morand-Ferron, Julie; Nocera, Joseph J.; Rieucau, Guillaume; Giraldeau, Luc-Alain				Oikos		2010	FEB 2010	119	2	286-291	286	291	English						0	14	When animals forage socially, individuals can obtain prey from their own searching (producer tactic) or by using the behaviour of others (scrounger tactic) when it provides inadvertent social information (ISI) that food has been located. This ISI may either indicate the location of food (social information, SI), or it may indicate the quality of the resource (Public information, PI). To date, few studies have explored the selective consequences for prey of being exploited by predators that use ISI. Prey exploited by such predators should evolve traits that favour high levels of ISI use (scrounging) because this would result in lower predator search efficiency given that fewer predators would be searching directly for the prey. Our Simulations confirm that ISI-using predators should increase their use of ISI when their prey form larger clumps resulting in higher prey survival. Our objective therefore is to explore whether prey will evolve towards higher clumpiness when their predators use ISI, using genetic algorithm Simulation. The prey were subjected to one of three types of predators for over 500 prey generations. The predators either used: (1) no social information (NS), (2) SI only, or (3) PI. Surprisingly, the prey evolved the highest clumpiness for NS predators. Prey evolved towards smaller clump sizes with SI predators and the clumps were marginally larger when predators used PI. The result is due to the prey evolving the minimum clumpiness required to cause maximal ISI use by their predators. We discuss how this response by prey may favour the use of PI over SI in their ISI-using predators.	Hamblin, Steven; Univ Quebec, Dept Sci Biol, Grp Rech Ecol Comportementale and Anim, CP 8888,Succursale Ctr Ville, Montreal, PQ H3C 3P8, Canada		Morand-Ferron, Julie/AAW-7022-2021; Hamblin, Steven/J-7995-2012; Mathot, Kimberley/A-2544-2017; Rieucau, Guillaume/; Rieucau, Guillaume/; Nocera, Joseph/	Morand-Ferron, Julie/0000-0001-5186-7710; Hamblin, Steven/0000-0003-1812-1532; Mathot, Kimberley/0000-0003-2021-1369; Rieucau, Guillaume/0000-0002-8968-4992; Rieucau, Guillaume/0000-0002-7995-1065; Nocera, Joseph/0000-0002-5913-8851			Environmental Sciences & Ecology	0030-1299	1600-0706	10.1111/j.1600-0706.2009.17400.x		Ecology (Environmental Sciences)	07502, Ecology: environmental biology - General and methods	Organisms; Organisms; Organisms [00500]; [organism]									social foraging; solitary foraging; social information; predator inadvertent; scrounger foraging				2023-03-15	BIOABS:BACD201000221870
J	BACD201500256428		Article		Social foraging strategies and acquisition of novel foraging skills in cooperatively breeding Arabian babblers		Keynan, Oded (oded.keynan@students.mq.edu.au) ; Ridley, Amanda R.; Lotem, Arnon				Behavioral Ecology		2015	JAN-FEB 2015	26	1	207-214	207	214	English						5	46	Social foraging strategies and their association with learning and innovation abilities have been studied extensively in flocking birds, but their importance for cooperatively breeding birds has remained relatively unexplored. The high degree of sociality typical of cooperative societies may indicate an important role of social foraging for learning and innovation. We studied 1) social foraging strategies and 2) the acquisition of a novel foraging skill in 16 groups of wild, cooperatively breeding Arabian babblers (Turdoides squamiceps). In Experiment 1, we provided a foraging grid of 96 feeding wells to each group, allowing them either to search for food individually (producer) or to join other birds (scrounger). Subordinates scrounged significantly more than dominant individuals, spent longer on the foraging grid, and had a higher proportion of their foraging steps rewarded (due to the effect of successful scrounging). However, scrounging was not related to poor learning ability because almost all the individuals that learned the novel foraging skill in Experiment 2 (removing a rubber lid to reach food) were scroungers. These findings suggest that group members differ in their foraging strategies and learning abilities according to their rank and that subordinate group members may be more opportunistic and flexible in their behavior than dominants, making use of both scrounging and novel foraging opportunities.	Keynan, Oded; Tel Aviv Univ, Fac Life Sci, Dept Zool, IL-69978 Tel Aviv, Israel		Ridley, Amanda/D-2636-2011; Keynan, Oded/AAK-2543-2020	Ridley, Amanda/0000-0001-5886-0992; Keynan, Oded/0000-0002-0943-0889			Behavioral Sciences	1045-2249	1465-7279	10.1093/beheco/aru181		Behavior	07002, Behavioral biology - General and comparative behavior; 07003, Behavioral biology - Animal behavior	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Passeriformes [85548]; [Turdoides squamiceps; Arabian babbler]									behavior; cooperatively breeding; foraging skill; social foraging strategy; foraging opportunity	Bronze			2023-03-15	BIOABS:BACD201500256428
J	BACD201000343830		Article		Within-group relatedness can lead to higher levels of exploitation: a model and empirical test		Mathot, Kimberley J. (kmathot@orn.mpg.de) ; Giraldeau, Luc-Alain				Behavioral Ecology		2010	JUL-AUG 2010	21	4	843-850	843	850	English						0	42	When animals live in groups, individuals can invest in resources themselves or exploit the investments of other group members. Grouping with kin may reduce the frequency of exploitation because kin selection should favor individuals that imposed fewer costs on their kin. However, taking into account the gains of the exploited individual, allowing kin to exploit one's efforts may be less costly than allowing exploitation from nonkin. In this case, there may be higher frequencies of exploitative behaviors among related than unrelated individuals. In order to understand the net effect of genetic relatedness on intragroup exploitation, we developed a model that considers the inclusive fitness consequences of "producing" (searching for food) and "scrounging" (exploiting the food discoveries of others) when foraging with relatives, while simultaneously allowing individuals to show differential tolerance toward scrounging by kin versus nonkin. The model predicts that increased relatedness can lead to higher levels of exploitation when producers are kin-selected to be more tolerant of scrounging from relatives compared with unrelated scroungers, for example, by being more aggressive toward nonkin. We tested this prediction empirically in captive zebra finches (Taeniopygia guttata) foraging either in flocks with full siblings or in flocks of unrelated individuals. Flocks of related zebra finches had higher frequencies of scrounging and lower levels of aggressive interactions compared with flocks of unrelated zebra finches. The results suggest that producers may be kin-selected to allow relatives to scrounge.	Mathot, Kimberley J.; Max Planck Inst Ornithol, Eberhard Gwinner Str 5, D-82319 Seewiesen, Germany		Mathot, Kimberley/A-2544-2017	Mathot, Kimberley/0000-0003-2021-1369			Behavioral Sciences; Mathematical & Computational Biology	1045-2249	1465-7279	10.1093/beheco/arq069		Behavior; Models and Simulations (Computational Biology)	04500, Mathematical biology and statistical methods; 07002, Behavioral biology - General and comparative behavior; 07003, Behavioral biology - Animal behavior; 10515, Biophysics - Biocybernetics	Aves, Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Passeriformes [85548]; [Taeniopygia guttata; zebra finch]							mathematical model; mathematical and computer techniques/empirical test; laboratory techniques		kin selection; aggression; foraging behavior; social foraging; exploitation	Bronze			2023-03-15	BIOABS:BACD201000343830
J	BACD201700441428	28295318	Article		Understanding how mammalian scavengers use information from avian scavengers: cue from above		Kane, Adam; Kendall, Corinne J. (corinne.kendall@nczoo.org)				Journal of Animal Ecology		2017	JUL 2017	86	4	837-846	837	846	English						8	51	1. Interspecific social information transfer can play a key role in many aspects of animal ecology from foraging to habitat selection to predator avoidance.2. Within scavenging communities, avian scavengers often act as producers and mammalian scavengers act as scroungers, but we predict that species-specific cueing will allow for mammalian scavengers to utilize particular avian scavenger species using preferred food sources similar to their own preferences.3. We use empirical and theoretic approaches to assess interactions between mammalian and avian scavengers in one of the most diverse scavenging guilds in Masai Mara National Reserve, Kenya.4. Using a spatially explicit model and data from experimental carcasses, we found evidence that mammals benefit from local enhancement provided by vultures and that mammalian-avian following patterns are consistent with the idea that species-specific cueing is occurring.5. Results suggest that ongoing population declines in avian scavengers may have significant impacts on mammalian scavengers and potentially create trophic cascades.	Kendall, Corinne J.; North Carolina Zoo, 4401 Zoo Pkwy, Asheboro, NC 27205 USA		Kane, Adam/H-6449-2013	Kane, Adam/0000-0002-2830-5338			Mathematical & Computational Biology; Environmental Sciences & Ecology	0021-8790	1365-2656	10.1111/1365-2656.12663		Models and Simulations (Computational Biology); Terrestrial Ecology (Ecology, Environmental Sciences)	04500, Mathematical biology and statistical methods; 07502, Ecology: environmental biology - General and methods; 07508, Ecology: environmental biology - Animal; 10515, Biophysics - Biocybernetics	Vertebrata, Chordata, Animalia; Animals, Birds, Chordates, Nonhuman Vertebrates, Vertebrates; Aves [85500]; [bird]/Vertebrata, Chordata, Animalia; Animals, Chordates, Mammals, Nonhuman Vertebrates, Nonhuman Mammals, Vertebrates; Mammalia [85700]; [mammal]					Masai Mara National Reserve; Kenya, Africa; Ethiopian region		spatially explicit model; mathematical and computer techniques		predator avoidance; habitat selection; animal ecology; avian scavenger; mammalian scavenger; interspecific social information transfer; food source preferrence	Bronze			2023-03-15	BIOABS:BACD201700441428
J	BACD199900191331		Article		Foraging interactions among three benthic fish in a Posidonia oceanica reef lagoon along the Tyrrhenian coast		De Pirro, M.; Marchetti, G. M.; Chelazzi, G.				Journal of Fish Biology		1999	June, 1999	54	6	1300-1309	1300	1309	English	print					2	19	Three benthic predators Coris julis, Symphodus cinereus and Mullus surmuletus in a Posidonia oceanica reef lagoon of the Tyrrhenian coast had a broad diet, including hard-bodied invertebrates such as crustaceans and molluscs, but revealed consistent interspecific differences. Diet overlap was greater between C. julis and M. surmuletus in comparison to other combinations. All three species were diurnal feeders, but with different daily patterns of foraging based on different prey availability. There was a general spatio-temporal correlation in non-foraging activity among the three species, but foraging activity was correlated only between C. julis and the other two species, but not between S. cinereus and M. surmuletus. There was heterospecific aggregation during foraging between C. julis and M. surmuletus, and possibly a scrounger-producer relationship between them. Fights between C. julis specimens related to foraging activity were common, but not between species. These results support the view that differences in spatio-temporal organization of activity, and interactions during foraging, can contribute to resource partitioning among syntopic populations of fish belonging to the same trophic group.	De Pirro, M.; Dipartimento di Biologia Animale e Genetica, Universita di Firenze, 50125, Firenze, Italy		De Pirro, Maurizio/B-2276-2013; Marchetti, Giovanni Maria/	Marchetti, Giovanni Maria/0000-0003-4413-9349			Marine & Freshwater Biology; Environmental Sciences & Ecology; Nutrition & Dietetics	0022-1112		10.1006/jfbi.1999.0958		Marine Ecology (Ecology, Environmental Sciences); Nutrition	07502, Ecology: environmental biology - General and methods; 07003, Behavioral biology - Animal behavior; 13202, Nutrition - General studies, nutritional status and methods; 00532, General biology - Miscellaneous	Pisces, Vertebrata, Chordata, Animalia; Animals, Chordates, Fish, Nonhuman Vertebrates, Vertebrates; Osteichthyes [85206]; [Coris julis; (predator)] [Mullus surmuletus; (predator)] [Symphodus cinereus; (predator)]/Monocotyledones, Angiospermae, Spermatophyta, Plantae; Angiosperms, Monocots, Plants, Spermatophytes, Vascular Plants; Potamogetonaceae [25400]; [Posidonia oceanica]					Tyrrhenian Coast; Italy, Europe; Palearctic region				diet; foraging interactions; reef lagoon (habitat)				2023-03-15	BIOABS:BACD199900191331
J	BACD202200336386	35369745	Article		Evolution of warfare by resource raiding favours polymorphism in belligerence and bravery		Mullon, Charles (Charles.mullon@unil.ch) ; Lehmann, Laurent				Philosophical Transactions of the Royal Society of London B Biological Sciences		2022	MAY 23 2022	377	1851	Article No.: 20210136	20210136		English						1	1	From protists to primates, intergroup aggression and warfare over resources have been observed in several taxa whose populations typically consist of groups connected by limited genetic mixing. Here, we model the coevolution between four traits relevant to this setting: (i) investment into common-pool resource production within groups (helping); (ii) proclivity to raid other groups to appropriate their resources (belligerence); and investments into (iii) defense and (iv) offense of group contests (defensive and offensive bravery). We show that when traits coevolve, the population often experiences disruptive selection favouring two morphs: 'Hawks', who express high levels of both belligerence and offensive bravery; and 'Doves', who express neither. This social polymorphism involves further among-traits associations when the fitness costs of helping and bravery interact. In particular, if helping is antagonistic with both forms of bravery, coevolution leads to the coexistence of individuals that either: (i) do not participate into common-pool resource production but only in its defense and appropriation (Scrounger Hawks) or (ii) only invest into common pool resource production (Producer Doves). Provided groups are not randomly mixed, these findings are robust to several modelling assumptions. This suggests that inter-group aggression is a potent mechanism in favouring within-group social diversity and behavioural syndromes.This article is part of the theme issue 'Intergroup conflict across taxa'.	Mullon, Charles; Univ Lausanne, Dept Ecol and Evolut, CH-1015 Lausanne, Switzerland		Mullon, Charles/ABF-3054-2021	Mullon, Charles/0000-0002-9875-4227			Behavioral Sciences; Evolutionary Biology	0962-8436	1471-2970	10.1098/rstb.2021.0136		Behavior; Evolution and Adaptation	01500, Evolution; 07002, Behavioral biology - General and comparative behavior		aggression; Aggression (MeSH); behavioral and mental disorders/behavioural syndrome; behavioral and mental disorders								social diversity; coevolution; disruptive selection; warfare; social polymorphism; belligerence; offensive bravery; defensive bravery				2023-03-15	BIOABS:BACD202200336386
